trader_id,timestamp,side,trade_size,leverage,pnl
T031,2024-02-05 13:02:00,long,28.45,2.34,-1.66
T061,2024-02-05 06:13:00,short,14.72,2.71,0.21
T051,2024-02-05 21:33:00,short,6.29,5.68,-0.5
T048,2024-02-05 04:00:00,short,27.91,4.87,-0.41
T023,2024-02-05 19:30:00,short,21.02,3.45,1.48
T068,2024-02-05 22:48:00,long,23.94,4.06,-0.02
T047,2024-02-05 02:53:00,long,20.49,1.89,0.06
T002,2024-02-05 14:34:00,short,19.31,5.24,-0.26
T012,2024-02-05 15:20:00,short,11.64,2.07,-0.59
T067,2024-02-05 05:42:00,short,19.34,1.89,-2.07
T061,2024-02-05 19:25:00,short,30.95,7.74,0.69
T064,2024-02-05 15:56:00,long,19.81,4.17,-0.06
T052,2024-02-05 03:51:00,long,57.32,2.95,-2.16
T040,2024-02-05 20:57:00,long,34.8,2.1,-0.18
T019,2024-02-05 04:14:00,long,11.94,2.17,-0.44
T064,2024-02-05 21:51:00,short,18.84,3.25,-1.48
T003,2024-02-05 07:11:00,long,23.62,2.12,-0.66
T052,2024-02-05 17:35:00,long,14.18,7.57,0.26
T002,2024-02-05 06:04:00,long,71.76,2.78,0.92
T044,2024-02-05 04:13:00,long,80.19,1.42,-1.63
T073,2024-02-05 12:34:00,short,39.58,1.97,-0.09
T018,2024-02-05 17:25:00,long,8.97,1.61,0.22
T006,2024-02-05 14:59:00,short,41.42,1.92,-3.16
T027,2024-02-05 15:39:00,long,16.6,2.5,-0.09
T078,2024-02-05 07:02:00,short,10.13,2.32,-0.51
T049,2024-02-05 15:40:00,long,36.38,1.39,1.54
T054,2024-02-05 23:57:00,long,9.42,5.23,-0.13
T005,2024-02-05 13:53:00,short,26.45,3.97,0.38
T038,2024-02-05 19:32:00,short,32.14,4.01,-0.16
T076,2024-02-05 02:18:00,long,31.74,2.87,-0.78
T051,2024-02-05 19:57:00,short,36.81,5.05,1.38
T022,2024-02-05 05:18:00,short,14.57,3.38,-0.41
T079,2024-02-05 17:09:00,short,37.23,2.83,-1.33
T013,2024-02-05 11:02:00,short,71.29,1.97,4.98
T078,2024-02-06 02:37:00,short,12.64,1.21,0.12
T051,2024-02-06 02:54:00,long,19.33,2.02,0.14
T061,2024-02-06 01:25:00,long,64.14,5.08,1.11
T001,2024-02-06 06:32:00,long,86.54,2.22,-1.9
T047,2024-02-06 02:17:00,short,18.53,2.32,-0.35
T050,2024-02-06 16:09:00,short,28.59,3.31,-0.62
T016,2024-02-06 19:57:00,long,12.27,7.18,0.13
T001,2024-02-06 09:54:00,long,21.28,2.44,-0.59
T065,2024-02-06 04:07:00,short,7.0,1.44,-0.27
T030,2024-02-06 14:52:00,short,19.39,3.68,-0.2
T030,2024-02-06 18:33:00,long,110.76,1.35,-1.37
T065,2024-02-06 22:48:00,long,5,2.06,0.11
T027,2024-02-06 21:49:00,short,10.2,2.14,0.02
T069,2024-02-06 18:12:00,long,5,2.28,-0.0
T034,2024-02-06 02:47:00,long,7.8,1.6,-0.28
T063,2024-02-06 21:07:00,short,48.47,4.7,0.53
T027,2024-02-06 14:33:00,long,22.06,2.99,0.11
T073,2024-02-06 00:41:00,long,69.3,2.26,-5.39
T078,2024-02-06 16:49:00,long,18.01,1.95,-0.26
T066,2024-02-06 20:13:00,long,10.88,4.31,-0.71
T027,2024-02-06 06:19:00,short,76.71,1.49,-4.94
T043,2024-02-06 05:40:00,short,25.58,4.66,-2.13
T059,2024-02-06 01:21:00,long,68.02,1.73,-1.45
T047,2024-02-06 20:33:00,short,64.85,2.59,-1.33
T004,2024-02-06 06:23:00,long,15.13,4.61,-0.14
T034,2024-02-06 22:22:00,short,47.86,3.55,-0.36
T056,2024-02-06 11:49:00,short,14.78,2.78,-0.04
T056,2024-02-06 11:06:00,short,66.1,5.21,4.79
T059,2024-02-06 12:15:00,short,29.11,2.39,0.39
T057,2024-02-06 01:10:00,long,9.54,5.14,0.49
T062,2024-02-06 23:30:00,short,20.55,1,0.22
T078,2024-02-06 14:38:00,short,37.68,1.16,0.26
T034,2024-02-06 08:06:00,long,16.17,2.9,0.23
T061,2024-02-06 15:54:00,long,85.87,1.51,-3.7
T004,2024-02-06 07:51:00,short,18.42,1.22,-0.06
T011,2024-02-06 15:03:00,long,5,2.29,-0.13
T057,2024-02-06 08:08:00,short,61.74,1.53,-0.8
T032,2024-02-06 08:01:00,long,61.32,5.35,3.24
T073,2024-02-06 04:24:00,short,22.58,1.85,-0.26
T008,2024-02-06 21:39:00,short,30.65,3.29,0.85
T037,2024-02-06 09:36:00,short,45.37,3.44,-0.18
T057,2024-02-06 21:59:00,long,13.69,2.18,-0.11
T001,2024-02-06 01:28:00,long,17.18,2.77,-0.17
T059,2024-02-06 15:32:00,short,32.8,3.22,0.8
T080,2024-02-06 20:22:00,short,33.24,5.96,0.68
T051,2024-02-06 02:37:00,short,31.88,7.44,0.27
T065,2024-02-06 15:29:00,long,20.31,2.96,-1.06
T037,2024-02-06 04:23:00,long,20.82,5.65,-0.27
T011,2024-02-06 01:25:00,long,15.47,2.09,-0.57
T008,2024-02-06 17:24:00,short,19.73,4.01,0.85
T038,2024-02-06 03:52:00,long,20.21,4.17,-0.5
T043,2024-02-06 03:39:00,long,18.42,2.33,-0.68
T004,2024-02-06 03:37:00,long,54.23,4.94,3.29
T016,2024-02-06 10:26:00,short,19.71,4.36,0.13
T036,2024-02-06 08:35:00,long,9.92,1.52,-0.62
T011,2024-02-06 01:52:00,short,17.92,3.84,0.07
T080,2024-02-06 22:59:00,short,38.39,2.42,-0.85
T061,2024-02-06 18:21:00,short,44.95,7.45,-2.17
T063,2024-02-06 23:10:00,long,13.15,1.53,-0.75
T050,2024-02-06 22:49:00,short,15.58,2.94,0.34
T034,2024-02-06 02:47:00,long,5,3.08,-0.01
T038,2024-02-06 19:12:00,long,19.53,3.25,-0.31
T080,2024-02-06 08:16:00,long,16.16,1.74,-0.18
T080,2024-02-06 04:35:00,long,110.07,2.31,-2.34
T038,2024-02-06 20:30:00,short,30.04,6.91,-0.05
T001,2024-02-06 15:50:00,short,98.96,2.66,-3.27
T038,2024-02-06 13:47:00,long,13.05,4.26,0.67
T057,2024-02-06 02:01:00,short,15.41,1.64,0.64
T016,2024-02-06 09:01:00,short,11.89,4.05,0.56
T073,2024-02-06 00:44:00,short,7.69,2.25,0.17
T063,2024-02-06 12:05:00,short,15.46,2.92,0.52
T063,2024-02-06 07:00:00,long,29.9,1.7,0.43
T032,2024-02-06 16:41:00,short,19.69,3.53,0.74
T038,2024-02-06 05:35:00,short,41.97,3.74,0.63
T057,2024-02-06 19:07:00,short,5,2.38,-0.17
T027,2024-02-06 20:51:00,long,44.44,1.63,-2.46
T078,2024-02-06 11:14:00,short,74.9,2.26,1.15
T059,2024-02-06 21:53:00,long,77.48,3.37,1.74
T078,2024-02-06 22:25:00,short,11.35,2.54,-0.3
T050,2024-02-06 17:26:00,short,59.81,1.86,0.56
T043,2024-02-06 05:51:00,long,45.32,3.03,1.17
T062,2024-02-07 09:38:00,long,45.22,2.44,-0.99
T064,2024-02-07 07:05:00,short,66.02,2.98,4.72
T051,2024-02-07 12:57:00,short,54.55,2.02,-1.42
T058,2024-02-07 03:09:00,short,45.98,3.79,-0.19
T034,2024-02-07 12:18:00,long,23.58,11.56,0.59
T080,2024-02-07 13:27:00,long,32.01,4.06,-0.15
T025,2024-02-07 10:08:00,long,55.61,1.66,-1.71
T034,2024-02-07 15:41:00,short,16.64,3.24,0.7
T024,2024-02-07 19:27:00,short,10.15,2.72,-0.24
T064,2024-02-07 21:16:00,long,9.43,2.39,0.23
T016,2024-02-07 09:49:00,short,22.35,9.35,0.67
T046,2024-02-07 04:31:00,long,18.41,2.29,0.78
T075,2024-02-07 22:44:00,short,15.62,2.46,0.0
T047,2024-02-07 02:45:00,long,105.3,1.89,-3.01
T058,2024-02-07 16:16:00,short,28.36,4.19,0.13
T071,2024-02-07 04:36:00,long,23.69,1.46,0.58
T016,2024-02-07 09:02:00,short,35.39,1.13,1.31
T033,2024-02-07 17:45:00,long,8.34,5.2,-0.34
T028,2024-02-07 08:47:00,long,105.02,1.48,2.29
T063,2024-02-07 11:43:00,long,18.88,1.85,0.95
T075,2024-02-07 19:07:00,short,7.85,3.23,0.06
T025,2024-02-07 12:20:00,short,9.31,5.2,0.41
T028,2024-02-07 10:37:00,short,5.43,3.05,0.51
T080,2024-02-07 12:44:00,short,26.04,5.13,0.36
T058,2024-02-07 16:06:00,short,39.17,3.88,0.52
T024,2024-02-07 11:51:00,short,16.23,1.52,0.63
T028,2024-02-07 11:11:00,long,16.79,6.04,0.4
T033,2024-02-07 21:11:00,long,75.62,3.08,7.93
T003,2024-02-07 09:32:00,long,19.96,1.98,0.49
T062,2024-02-07 16:50:00,short,11.48,3.92,-0.49
T025,2024-02-07 11:33:00,long,5,3.23,0.55
T033,2024-02-07 06:00:00,short,32.42,5.29,0.98
T061,2024-02-07 03:33:00,short,11.87,3.12,0.56
T046,2024-02-07 22:13:00,long,14.13,3.65,1.05
T024,2024-02-07 22:36:00,short,64.28,2.07,3.75
T058,2024-02-07 15:04:00,short,45.3,3.49,0.35
T016,2024-02-07 12:17:00,short,11.47,3.16,-0.64
T062,2024-02-07 15:37:00,long,10.38,2.46,-0.56
T017,2024-02-07 15:30:00,long,57.36,2.93,0.03
T047,2024-02-07 14:43:00,short,25.4,4.14,2.34
T033,2024-02-07 18:39:00,long,23.14,1.43,-1.01
T063,2024-02-07 11:45:00,long,17.35,1.41,1.61
T025,2024-02-07 04:45:00,short,53.28,11.3,0.39
T003,2024-02-07 05:25:00,long,24.39,2.91,-0.31
T038,2024-02-07 02:28:00,long,49.89,2.02,2.18
T071,2024-02-07 19:39:00,long,12.1,2.2,-0.01
T075,2024-02-07 00:14:00,short,53.16,4.14,2.3
T037,2024-02-07 18:21:00,long,52.15,1.48,3.09
T051,2024-02-07 13:50:00,short,9.91,2.53,-0.71
T065,2024-02-07 09:06:00,short,18.62,4.1,-1.31
T003,2024-02-07 17:00:00,long,14.85,4.71,0.75
T024,2024-02-07 08:10:00,short,105.73,2.03,8.02
T037,2024-02-07 10:32:00,long,19.07,4.8,0.99
T051,2024-02-07 13:01:00,long,16.88,2.88,-0.2
T075,2024-02-07 11:05:00,long,20.0,2.15,0.4
T036,2024-02-07 18:24:00,long,23.96,3.97,0.46
T047,2024-02-07 20:37:00,long,61.12,3.02,1.87
T038,2024-02-07 02:48:00,short,31.57,3.43,1.18
T038,2024-02-07 04:11:00,long,33.48,1.43,-1.77
T034,2024-02-07 22:35:00,long,30.09,3.81,-0.15
T037,2024-02-07 02:25:00,long,44.71,1.52,2.19
T016,2024-02-07 12:57:00,long,28.76,2.63,0.91
T080,2024-02-07 10:35:00,long,80.14,2.18,2.09
T033,2024-02-07 13:38:00,short,23.48,4.08,-0.07
T071,2024-02-07 22:54:00,short,29.12,4.09,0.21
T061,2024-02-07 06:18:00,long,34.88,1.68,-0.98
T071,2024-02-07 16:38:00,long,18.14,2.37,0.17
T065,2024-02-07 12:20:00,short,32.49,3.98,0.63
T071,2024-02-07 14:44:00,long,39.62,4.21,-0.27
T062,2024-02-07 14:44:00,long,43.75,2.41,2.19
T047,2024-02-07 03:49:00,short,20.44,5.08,-1.09
T065,2024-02-07 11:02:00,long,37.28,2.3,0.12
T028,2024-02-07 09:26:00,short,11.93,1.53,0.08
T071,2024-02-07 07:12:00,short,11.66,1.79,-0.08
T062,2024-02-07 21:04:00,short,48.67,1.87,2.07
T016,2024-02-07 18:20:00,long,25.9,2.8,1.31
T058,2024-02-07 23:38:00,short,35.52,1.3,0.08
T062,2024-02-07 20:34:00,short,13.92,2.2,0.43
T065,2024-02-07 09:41:00,long,22.13,1.56,-0.72
T025,2024-02-07 20:41:00,short,77.14,3.31,0.78
T075,2024-02-07 06:24:00,long,53.49,3.32,-2.77
T028,2024-02-07 19:31:00,long,40.09,1.75,-0.66
T024,2024-02-07 14:14:00,long,16.8,3.63,1.92
T051,2024-02-07 08:02:00,long,41.09,2.31,-0.21
T028,2024-02-07 09:26:00,short,10.8,2.98,0.66
T038,2024-02-07 02:05:00,long,41.74,1.96,-0.65
T020,2024-02-07 20:29:00,short,124.44,6.57,2.06
T074,2024-02-07 15:53:00,long,27.19,3.64,-0.2
T034,2024-02-07 16:41:00,long,18.75,2.83,1.22
T063,2024-02-07 02:12:00,long,14.08,2.73,0.03
T033,2024-02-07 03:19:00,long,12.24,1.92,0.15
T025,2024-02-07 07:24:00,short,29.35,5.51,-0.1
T028,2024-02-07 11:48:00,short,37.91,2.15,-1.89
T062,2024-02-07 05:22:00,long,94.89,2.55,-5.29
T033,2024-02-07 16:09:00,short,32.81,1.22,0.39
T033,2024-02-07 11:49:00,short,11.42,3.66,0.44
T038,2024-02-07 02:52:00,short,14.55,3.95,0.42
T016,2024-02-07 13:21:00,long,16.27,9.01,-0.62
T063,2024-02-07 09:06:00,long,179.81,2.39,11.2
T062,2024-02-07 20:04:00,long,69.64,4.87,-0.88
T033,2024-02-07 17:21:00,long,5,5.11,0.09
T017,2024-02-07 01:20:00,long,66.15,8.37,0.9
T037,2024-02-07 15:13:00,long,19.51,4.76,-0.36
T065,2024-02-07 22:27:00,long,5.63,2.22,0.01
T016,2024-02-07 09:47:00,short,45.14,4.59,-0.22
T071,2024-02-07 09:43:00,short,15.97,1.71,-0.26
T020,2024-02-07 02:19:00,long,15.81,5.27,0.3
T064,2024-02-07 19:19:00,long,21.62,2.26,1.93
T046,2024-02-07 07:28:00,long,146.69,2.81,-2.38
T071,2024-02-07 08:44:00,short,10.06,3.42,-0.07
T025,2024-02-07 21:38:00,long,9.17,2.01,0.48
T062,2024-02-07 01:32:00,short,18.52,2.29,-0.28
T065,2024-02-07 02:38:00,long,26.93,1.88,-0.24
T074,2024-02-07 06:50:00,long,7.29,1.84,0.06
T080,2024-02-07 22:46:00,long,12.42,5.2,0.36
T033,2024-02-07 14:45:00,short,28.11,4.74,1.23
T036,2024-02-07 17:01:00,long,73.82,2.3,10.5
T034,2024-02-07 10:36:00,long,39.37,2.23,1.26
T075,2024-02-07 23:12:00,long,36.18,1.97,3.52
T003,2024-02-07 00:33:00,long,48.81,3.12,-1.86
T063,2024-02-07 12:58:00,long,16.68,4.37,-0.15
T037,2024-02-07 08:21:00,short,18.91,3.54,0.05
T037,2024-02-07 01:52:00,long,81.84,3.93,-2.95
T024,2024-02-07 21:46:00,long,41.79,2.72,1.15
T063,2024-02-07 17:31:00,short,98.87,2.51,1.95
T022,2024-02-08 02:37:00,short,7.9,2.7,-0.2
T054,2024-02-08 08:16:00,short,16.18,4.69,0.15
T066,2024-02-08 00:09:00,long,10.75,3.31,-0.94
T008,2024-02-08 06:23:00,short,50.89,3.92,-1.66
T064,2024-02-08 13:36:00,short,35.71,4.83,-2.77
T012,2024-02-08 05:56:00,long,23.53,3.11,0.08
T077,2024-02-08 10:40:00,long,9.14,2.09,-0.6
T061,2024-02-08 18:51:00,long,40.16,2.87,-2.66
T006,2024-02-08 17:44:00,short,27.25,4.79,0.06
T016,2024-02-08 22:44:00,long,7.73,2.15,-0.24
T076,2024-02-08 11:57:00,long,9.53,1.84,-0.62
T055,2024-02-08 18:03:00,short,18.63,1.89,-0.58
T047,2024-02-08 14:46:00,short,29.76,6.59,-0.15
T064,2024-02-08 03:16:00,short,45.34,2.25,-0.46
T030,2024-02-08 00:32:00,short,59.96,3.22,-0.83
T053,2024-02-08 00:24:00,short,17.73,2.59,-0.26
T065,2024-02-08 11:41:00,long,26.47,1.65,0.05
T026,2024-02-08 15:14:00,short,32.31,3.02,0.51
T022,2024-02-08 22:12:00,long,14.2,2.83,-0.02
T055,2024-02-08 15:04:00,short,6.78,1.36,-0.12
T031,2024-02-08 06:23:00,short,19.89,3.2,0.54
T078,2024-02-08 00:56:00,long,30.21,2.78,1.26
T042,2024-02-08 10:20:00,long,21.16,1.69,-0.54
T077,2024-02-08 03:01:00,long,8.31,2.72,0.6
T068,2024-02-08 19:20:00,long,7.24,2.68,0.23
T078,2024-02-08 01:54:00,long,36.77,2.63,2.27
T003,2024-02-08 08:24:00,long,42.32,3.34,-1.11
T060,2024-02-08 02:25:00,long,21.27,3.35,-1.06
T008,2024-02-08 01:19:00,long,18.41,3.97,0.81
T002,2024-02-08 01:22:00,long,18.78,2.06,-1.03
T068,2024-02-08 17:13:00,short,18.17,5.33,0.36
T045,2024-02-08 21:42:00,long,26.43,3.83,0.69
T039,2024-02-08 12:18:00,short,46.43,4.29,-1.44
T008,2024-02-08 23:21:00,short,12.05,3.42,-0.39
T065,2024-02-08 14:27:00,long,40.9,1.55,-0.7
T002,2024-02-08 08:28:00,short,15.56,3.31,0.15
T011,2024-02-08 08:11:00,short,35.61,3.66,-0.14
T039,2024-02-08 11:22:00,long,21.37,3.38,-0.7
T066,2024-02-08 02:01:00,long,14.08,1.04,-0.21
T015,2024-02-08 06:02:00,long,58.66,6.01,2.37
T060,2024-02-08 06:12:00,long,16.36,4.54,-0.81
T072,2024-02-08 22:16:00,long,67.41,1,1.96
T074,2024-02-08 09:51:00,long,17.51,3.82,-0.03
T009,2024-02-08 03:47:00,short,124.71,2.05,-2.14
T070,2024-02-08 06:04:00,short,11.01,5.54,-0.02
T009,2024-02-08 21:06:00,short,27.35,3.15,0.39
T039,2024-02-08 00:04:00,long,7.12,1.73,0.08
T027,2024-02-08 06:03:00,long,6.62,5.51,-0.29
T011,2024-02-08 08:34:00,short,50.23,2.67,-2.51
T055,2024-02-08 10:31:00,long,54.16,2.14,-5.46
T047,2024-02-08 00:54:00,short,12.96,1.38,-0.19
T067,2024-02-08 02:10:00,short,32.72,3.1,0.2
T079,2024-02-08 14:29:00,long,12.87,2.77,0.56
T054,2024-02-08 02:46:00,short,23.1,2.4,-0.19
T009,2024-02-08 18:28:00,long,47.81,3.44,-0.85
T031,2024-02-08 10:04:00,long,36.41,2.85,1.5
T068,2024-02-08 17:14:00,short,32.56,4.41,-0.45
T078,2024-02-08 13:23:00,short,5.26,1.36,0.1
T018,2024-02-08 14:26:00,short,149.89,3.26,-3.17
T002,2024-02-08 11:02:00,long,48.52,4.73,-2.85
T076,2024-02-08 20:46:00,long,15.06,3.03,-1.15
T074,2024-02-08 18:14:00,long,9.34,4.38,-0.0
T014,2024-02-08 03:24:00,long,8.13,4.2,-0.02
T033,2024-02-08 08:04:00,short,73.37,1.47,-2.35
T066,2024-02-08 18:49:00,short,22.11,4.05,-0.59
T036,2024-02-08 23:05:00,long,21.7,2.16,-0.63
T055,2024-02-08 02:58:00,long,14.41,1.4,-0.46
T032,2024-02-08 17:58:00,long,28.09,4.78,0.97
T005,2024-02-08 21:36:00,long,12.81,2.05,-0.14
T076,2024-02-08 20:09:00,short,17.18,1.32,0.88
T069,2024-02-08 11:00:00,short,5,2.87,0.0
T072,2024-02-08 05:16:00,short,53.44,2.52,-2.14
T048,2024-02-08 21:51:00,short,79.45,9.52,-1.86
T004,2024-02-08 19:12:00,long,47.22,8.54,-1.38
T009,2024-02-08 13:33:00,short,116.63,2.98,3.69
T065,2024-02-08 17:38:00,long,34.61,2.6,1.3
T015,2024-02-08 19:28:00,short,23.08,2.19,0.32
T077,2024-02-08 06:53:00,long,37.46,4.41,-1.89
T009,2024-02-08 09:42:00,short,9.62,2.71,0.5
T012,2024-02-08 08:59:00,long,21.18,3.15,-0.09
T074,2024-02-08 13:03:00,long,24.89,4.55,-0.61
T008,2024-02-08 02:54:00,short,67.52,1.8,-3.77
T033,2024-02-08 17:13:00,long,32.29,4.4,-1.72
T033,2024-02-08 22:41:00,long,83.58,3.36,-5.88
T006,2024-02-08 05:24:00,short,77.21,3.56,5.5
T026,2024-02-08 15:37:00,short,18.89,4.69,-0.4
T036,2024-02-08 11:17:00,long,5,3.34,-0.07
T072,2024-02-08 03:47:00,long,29.7,2.64,0.59
T011,2024-02-08 06:33:00,short,9.94,3.68,-0.09
T074,2024-02-08 17:45:00,long,8.58,1.61,-0.23
T022,2024-02-08 14:45:00,short,39.68,1.43,0.27
T055,2024-02-08 03:39:00,short,37.81,2.73,-1.72
T011,2024-02-08 15:28:00,short,16.17,8.39,-0.27
T064,2024-02-08 16:18:00,short,5,5.19,0.14
T066,2024-02-08 12:19:00,long,10.47,3.03,-0.02
T066,2024-02-08 19:05:00,short,73.26,3.31,1.16
T036,2024-02-08 20:35:00,short,14.21,2.63,-0.13
T004,2024-02-08 10:42:00,short,37.68,4.83,-2.39
T048,2024-02-08 00:12:00,long,26.35,2.56,-0.81
T079,2024-02-08 02:21:00,long,73.16,3.01,0.52
T047,2024-02-08 23:22:00,long,11.81,2.2,-0.1
T035,2024-02-08 04:22:00,short,7.48,3.91,-0.71
T056,2024-02-08 01:27:00,long,23.44,3.55,0.13
T016,2024-02-08 09:09:00,long,13.43,2.48,-0.91
T001,2024-02-08 17:09:00,long,7.6,5.18,-0.43
T038,2024-02-08 11:33:00,short,26.02,3.93,0.58
T045,2024-02-08 12:14:00,long,102.36,3.8,1.94
T031,2024-02-08 19:52:00,short,18.93,3.31,0.17
T079,2024-02-08 11:39:00,long,10.25,3.3,0.09
T015,2024-02-08 14:10:00,long,11.06,2.17,-0.03
T007,2024-02-08 02:17:00,long,18.96,3.28,-0.73
T061,2024-02-08 13:14:00,long,43.15,3.5,2.11
T014,2024-02-08 20:42:00,long,16.21,1.62,0.63
T016,2024-02-08 19:28:00,short,11.34,1.97,0.09
T039,2024-02-08 00:08:00,short,15.55,1.91,-0.7
T038,2024-02-08 14:30:00,long,7.95,6.67,-0.33
T079,2024-02-08 14:20:00,long,11.78,4.05,0.03
T026,2024-02-08 15:31:00,long,52.61,2.26,2.21
T077,2024-02-08 00:03:00,long,46.14,8.16,2.08
T036,2024-02-08 17:52:00,short,38.94,1.82,-0.09
T006,2024-02-08 07:49:00,short,66.62,1.33,-1.56
T053,2024-02-08 19:53:00,long,33.73,1.94,-1.59
T055,2024-02-08 17:09:00,short,34.04,4.58,-1.24
T006,2024-02-08 21:02:00,long,13.54,2.45,0.12
T064,2024-02-08 19:50:00,long,88.9,3.06,0.67
T065,2024-02-08 20:31:00,long,30.8,5.26,-0.2
T058,2024-02-09 17:05:00,short,24.9,1.62,1.57
T058,2024-02-09 11:11:00,long,18.57,1.37,-0.82
T065,2024-02-09 13:39:00,long,20.48,4.17,-2.32
T013,2024-02-09 13:12:00,long,31.0,1.38,-0.15
T013,2024-02-09 19:12:00,short,10.5,1,0.0
T051,2024-02-09 15:38:00,long,14.62,2.75,-0.38
T065,2024-02-09 18:30:00,short,47.85,3.17,-0.47
T070,2024-02-09 04:50:00,short,99.78,7.23,-5.57
T070,2024-02-09 13:05:00,long,22.32,3.3,1.08
T052,2024-02-09 13:59:00,long,82.28,1.28,3.16
T020,2024-02-09 22:49:00,short,56.82,4.5,-3.43
T022,2024-02-09 07:30:00,long,21.99,1.25,0.69
T059,2024-02-09 17:10:00,long,5.6,2.39,0.21
T051,2024-02-09 16:44:00,long,10.33,6.19,0.02
T010,2024-02-09 06:52:00,long,33.95,3.3,-0.02
T022,2024-02-09 18:45:00,short,33.65,3.9,-1.04
T009,2024-02-09 17:39:00,long,50.26,6.07,1.0
T032,2024-02-09 14:25:00,long,29.37,4.96,-0.04
T030,2024-02-09 00:28:00,short,20.68,1.68,0.29
T017,2024-02-09 01:11:00,short,13.53,2.75,0.06
T052,2024-02-09 21:31:00,long,17.9,2.17,0.4
T044,2024-02-09 18:55:00,long,54.37,3.32,-2.39
T055,2024-02-09 16:59:00,long,64.68,1.87,2.4
T059,2024-02-09 22:20:00,short,27.63,4.07,1.04
T009,2024-02-09 20:31:00,short,8.29,1.52,0.18
T010,2024-02-09 21:12:00,long,70.06,5.45,0.67
T013,2024-02-09 08:25:00,short,73.32,3.56,-7.33
T055,2024-02-09 05:38:00,short,8.87,5.56,0.43
T040,2024-02-09 18:46:00,long,34.48,1.92,-1.39
T026,2024-02-09 08:09:00,short,108.53,4.42,-0.69
T032,2024-02-09 13:08:00,long,94.59,4.0,-1.47
T052,2024-02-09 03:35:00,long,6.84,1.52,-0.03
T050,2024-02-09 15:26:00,short,194.24,2.96,-8.47
T044,2024-02-09 07:46:00,long,25.01,2.28,-0.41
T032,2024-02-09 08:07:00,long,23.1,2.68,-0.37
T040,2024-02-09 22:36:00,long,55.1,5.43,-1.13
T026,2024-02-09 16:16:00,short,12.1,2.25,0.36
T078,2024-02-09 11:01:00,short,115.42,1.76,-0.47
T045,2024-02-09 03:33:00,long,45.51,3.86,0.05
T009,2024-02-09 02:32:00,short,24.34,2.29,0.64
T045,2024-02-09 02:03:00,short,109.31,5.23,-4.24
T048,2024-02-09 02:18:00,long,34.4,4.47,-0.36
T060,2024-02-09 10:55:00,long,48.43,3.05,1.38
T065,2024-02-09 07:03:00,long,108.35,5.28,-2.06
T013,2024-02-09 09:31:00,long,5,4.58,-0.1
T013,2024-02-09 13:44:00,short,15.03,1.68,0.52
T036,2024-02-09 23:06:00,short,42.8,2.86,1.88
T055,2024-02-09 19:47:00,short,29.56,2.08,2.05
T009,2024-02-09 22:14:00,short,21.5,7.32,0.51
T076,2024-02-09 20:50:00,short,33.84,1.03,-0.01
T020,2024-02-09 13:22:00,short,24.62,2.11,-0.19
T007,2024-02-09 10:51:00,short,15.11,3.22,0.16
T020,2024-02-09 01:44:00,long,24.84,5.02,0.49
T020,2024-02-09 10:31:00,short,24.98,2.63,1.23
T013,2024-02-09 03:09:00,short,8.69,1,0.19
T051,2024-02-09 13:10:00,long,14.96,1.87,-0.42
T032,2024-02-09 07:11:00,long,74.48,2.43,-4.71
T048,2024-02-09 13:24:00,long,48.6,1.99,2.47
T044,2024-02-09 03:31:00,short,15.52,2.71,0.38
T017,2024-02-09 17:35:00,short,24.5,4.44,-0.45
T043,2024-02-09 14:47:00,short,183.19,4.25,-1.79
T054,2024-02-09 02:05:00,long,13.7,5.42,-0.3
T032,2024-02-09 04:54:00,long,26.27,3.1,-1.55
T055,2024-02-09 05:11:00,long,86.94,1.52,-4.52
T030,2024-02-09 17:59:00,short,108.83,2.82,-0.32
T032,2024-02-09 13:17:00,short,34.38,4.84,-2.09
T005,2024-02-09 06:48:00,long,50.11,3.08,1.67
T036,2024-02-09 02:28:00,short,26.79,5.95,-1.8
T040,2024-02-09 07:32:00,long,5,4.27,0.12
T048,2024-02-09 17:54:00,short,61.32,3.3,-0.85
T045,2024-02-09 00:49:00,long,7.99,1.3,-0.19
T005,2024-02-09 07:59:00,long,18.97,4.82,0.19
T009,2024-02-09 08:43:00,short,61.48,3.73,1.88
T078,2024-02-10 04:38:00,short,33.46,2.5,1.73
T001,2024-02-10 05:44:00,short,41.28,2.92,0.49
T066,2024-02-10 01:36:00,long,9.44,1.58,0.84
T007,2024-02-10 05:16:00,long,25.58,5.88,1.11
T027,2024-02-10 08:41:00,long,16.44,4.42,-0.05
T027,2024-02-10 01:35:00,long,83.75,3.22,-1.3
T053,2024-02-10 00:56:00,long,11.31,4.17,0.02
T065,2024-02-10 02:01:00,long,21.52,3.63,-1.03
T079,2024-02-10 04:15:00,short,16.17,2.95,-0.34
T004,2024-02-10 17:12:00,short,47.93,3.12,0.48
T015,2024-02-10 12:52:00,long,20.55,5.96,-0.93
T066,2024-02-10 16:02:00,short,26.4,2.37,-0.61
T027,2024-02-10 05:15:00,short,44.29,1.26,-0.07
T066,2024-02-10 00:09:00,short,13.03,2.02,-0.57
T018,2024-02-10 04:31:00,short,5.49,4.0,0.46
T057,2024-02-10 06:42:00,long,27.05,2.51,0.06
T007,2024-02-10 05:20:00,long,38.49,6.55,1.37
T046,2024-02-10 21:18:00,short,5,4.27,0.03
T027,2024-02-10 18:20:00,long,7.21,3.65,-0.05
T021,2024-02-10 03:10:00,short,47.59,1.18,1.36
